qid,response,gt_label
1242,Cecil Harmsworth King,"['Ernest Nathaniel Bennett', 'Brendan Bracken, 1st Viscount Bracken', 'Geoffrey Hutchinson, Baron Ilford', 'Charles Mott-Radclyffe', 'George Hicks', 'Sir Frederick Mills, 1st Baronet', 'John Dugdale', 'Cyril Thomas Culverwell', 'Alfred Bakewell Howitt', 'Douglas Clifton Brown, 1st Viscount Ruffside', 'Robert Richards', 'Alec Cunningham-Reid', 'Sir Guy Lloyd, 1st Baronet', 'Robert Vaughan Gower', 'David Eccles, 1st Viscount Eccles', 'William John Gruffydd', 'Adam Maitland', 'David Kirkwood, 1st Baron Kirkwood', 'Stanley Holmes, 1st Baron Dovercourt', 'Sir Archibald Southby, 1st Baronet', 'Lord Colum Crichton-Stuart', 'Ernest Graham-Little', 'Neil Maclean', 'Maurice Petherick', 'Leslie Haden-Guest, 1st Baron Haden-Guest', 'Wilfrid Roberts', 'Geoffrey Mander', 'Hugh Dalton', 'Murdoch Macdonald', 'Sir John Mellor, 2nd Baronet', 'Clement Davies', 'Mavis Tate', 'William McLean Watson', 'Frederick Cundiff', 'John Boyd Orr, 1st Baron Boyd-Orr', 'George Daggar', 'Roland Jennings', 'A. V. Alexander, 1st Earl Alexander of Hillsborough', 'Alfred Barnes', 'Winston Churchill', 'William Bromfield', 'Harry Thorneycroft', 'James Reid, Baron Reid', 'Valentine McEntee, 1st Baron McEntee', 'John Joseph Shute', 'Richard Stokes', 'Malcolm MacDonald', 'Duff Cooper', 'Albert Braithwaite', 'Sir Peter Agnew, 1st Baronet', 'Harold Balfour, 1st Baron Balfour of Inchrye', 'Robert Hudson, 1st Viscount Hudson', 'Francis Alfred Broad', 'Richard Denman', 'Nancy Astor, Viscountess Astor', 'Henry White', 'Samuel Storey, Baron Buckton', 'Frederick Pethick-Lawrence, 1st Baron Pethick-Lawrence', 'Walter Perkins', 'Hugh Molson, Baron Molson', 'Arnold Gridley, 1st Baron Gridley', 'George Mathers, 1st Baron Mathers', 'James Milner, 1st Baron Milner of Leeds', 'Osbert Peake, 1st Viscount Ingleby', 'Leonard Lyle, 1st Baron Lyle of Westbourne', 'Reginald Manningham-Buller, 1st Viscount Dilhorne', 'Ian Clark Hutchison', 'Ronald Bell', 'Sir John Power, 1st Baronet', 'Charles Taylor', 'Robert Grant-Ferris', 'Edward Cadogan', 'Edgar Granville, Baron Granville of Eye', 'George Henry Hall, 1st Viscount Hall', 'Sir Derrick Gunston, 1st Baronet', 'James Chuter Ede', 'Harold Webbe', 'Arthur Woodburn', 'James Grigg', 'Sir Malcolm Bullock, 1st Baronet', 'Reginald Sorensen, Baron Sorensen', 'Ralph Assheton, 1st Baron Clitheroe', 'Malcolm Robertson', 'Sir Godfrey Nicholson, 1st Baronet', 'Sir Austin Hudson, 1st Baronet', 'D. J. Williams', 'William Anstruther-Gray, Baron Kilmany', 'Richard George Briscoe', 'Vernon Bartlett', 'Ivor Bulmer-Thomas', 'Leslie Boyce', 'Peter Thorneycroft, Baron Thorneycroft', 'Oliver Simmonds', 'Edward Williams', 'Sir Joseph Nall, 1st Baronet', 'Alfred Salter', 'John Joseph Tinker', 'William Jowitt, 1st Earl Jowitt', 'Ralph Clarke', 'Leslie Hore-Belisha', 'George Windsor-Clive', 'Stephen King-Hall', 'Sir Eric Errington, 1st Baronet', ""Hugh O'Neill, 1st Baron Rathcavan"", 'George Tomlinson', 'Charles Edwards', 'Arthur Creech Jones', 'Thomas Dugdale, 1st Baron Crathorne', 'William Astor, 3rd Viscount Astor', 'Bartle Brennen Bull', 'Ernest Millington', 'George Strauss', 'William Davison, 1st Baron Broughshane', 'Oliver Lyttelton, 1st Viscount Chandos', 'Ness Edwards', 'George Lambert, 1st Viscount Lambert', 'Robert Morrison, 1st Baron Morrison', 'Tom Fraser', 'Henry Strauss, 1st Baron Conesford', 'Oliver Locker-Lampson', 'David Robertson', 'Sir Leonard Ropner, 1st Baronet', 'Sir Walter Womersley, 1st Baronet', 'Henry Morris-Jones', 'Frank Anderson', 'Sir Robert Bird, 2nd Baronet', 'Charles Williams', 'Sir Richard Wells, 1st Baronet', 'William Mainwaring', 'George Ernest Schuster', 'Sir Cuthbert Headlam, 1st Baronet', 'Sir Robert Cary, 1st Baronet', 'W. D. Smiles', 'Henry Haydn Jones', 'William Beveridge', 'Patrick Donner', 'Willie Gallacher', 'James Armand de Rothschild', 'Norman Hulbert', 'Robert Bernays', 'Tom Johnston', 'Ronald Tree', 'Goronwy Owen', 'Smedley Crooke', 'Granville Gibson', 'Henry Guest', 'Victor Raikes', 'Gordon Hall Caine', 'William Helmore', 'Nigel Colman', 'Will Thorne', 'John Wardlaw-Milne', 'S. O. Davies', 'Sir Thomas Moore, 1st Baronet', 'Leslie Burgin', 'Joshua Ritson', 'Arthur Pearson', 'Joseph Westwood', 'Archibald Hill', 'John Cecil-Wright', 'Tom Horabin', 'Wilfred Paling', 'Eleanor Rathbone', 'Charles MacAndrew, 1st Baron MacAndrew', 'Stanley Reed', 'Oscar Guest', 'John Banfield', 'George Isaacs', 'Samuel Hammersley', 'James Heathcote-Drummond-Willoughby, 3rd Earl of Ancaster', 'Sir Kenneth Pickthorn, 1st Baronet', 'Robert McIntyre', 'George Buchanan', 'Robert Grimston, 1st Baron Grimston of Westbury', 'Robin Turton, Baron Tranmire', 'William Leach', 'Patrick Hannon', 'Henry Brooke, Baron Brooke of Cumnor', 'Basil Neven-Spence', 'Randolph Churchill', 'Alfred Bossom', 'Ernest Makins', 'Alexander Walkden, 1st Baron Walkden', 'Sir Roger Conant, 1st Baronet', 'Sir Ronald Ross, 2nd Baronet', 'Sir Henry Willink, 1st Baronet', 'Lancelot Joynson-Hicks, 3rd Viscount Brentford', 'Campbell Stephen', 'Donald Somervell, Baron Somervell of Harrow', 'William Cove', 'Charles Key', 'Peter Bennett, 1st Baron Bennett of Edgbaston', 'Sydney Silverman', 'Jack Lawson', 'Frank Markham', 'Sir Edward Campbell, 1st Baronet', 'Thomas Groves', 'Roy Wise', 'Philip Noel-Baker, Baron Noel-Baker', 'Rab Butler', 'David Mort', 'Alexander Spearman', 'Dan Chater', 'Sir Gordon Touche, 1st Baronet', 'Tom Williams, Baron Williams of Barnburgh', 'Frederick Bellenger', 'Thomas James Brown', 'Gwilym Lloyd George, 1st Viscount Tenby', 'Hyacinth Morgan', 'Alfred Knox', 'Sir Ronald Cross, 1st Baronet', 'William Teeling', 'James Stuart, 1st Viscount Stuart of Findhorn', 'Samuel Viant', 'Thomas Cape', 'Frederick Montague, 1st Baron Amwell', 'Robert Taylor', 'Assheton Pownall', 'Thomas ""Loel"" Guinness', 'Richard Pilkington', 'William John', 'Henry Longhurst', 'Herbert Morrison', 'Henry Channon', 'Thomas Galbraith, 1st Baron Strathclyde', 'Victor Montagu', 'Robert Tasker', 'Arthur Heneage', 'Crawford Greene', 'Henry Charleton', 'Beverley Baxter', 'Rhys Davies', 'Harold Neal', 'Seymour Cocks', 'Henry McGhee', 'Ernest Thurtle', 'Patrick Buchan-Hepburn, 1st Baron Hailes', 'Arthur Hayday', 'William Lindsay Everard', 'John Burns Hynd', 'Spencer Summers', 'Sir David Gammans, 1st Baronet', 'Archibald Maule Ramsay', 'Howard Clifton Brown', 'W. Garfield Weston', 'Cecil Charles Poole', 'Frank Medlicott', 'Ralph Beaumont', 'Ernest Brown', 'Waldron Smithers', 'Colin Thornton-Kemsley', 'Louis Gluckstein', 'John Robert Clynes', 'Violet Bathurst, Lady Apsley', 'Anthony Eden', 'Irene Ward, Baroness Ward', 'Alec Douglas-Home', 'Geoffrey Lloyd, Baron Geoffrey-Lloyd', 'Claude Lancaster', 'Sir Robert Rankin, 1st Baronet', 'Vyvyan Adams', 'James Thomas, 1st Viscount Cilcennin', 'Charles Waterhouse', 'Sir Hamilton Kerr, 1st Baronet', 'Edward Turnour, 6th Earl Winterton', 'Cedric Drewe', 'William Sampson Cluse', 'Tom Henderson', 'Bertie Leighton', 'Henry Adam Procter', 'Edward Keeling', 'Sir Percy Harris, 1st Baronet', 'Douglas Hacking, 1st Baron Hacking', 'Rupert Brabner', 'Murray Sueter', 'Janet Adamson', 'Sir Douglas Thomson, 2nd Baronet', 'David Grenfell', 'Richard Law, 1st Baron Coleraine', 'Tom Driberg', 'Sir Robert Ellis, 1st Baronet', 'Wavell Wakefield, 1st Baron Wakefield of Kendal', 'John Parker', 'Tom Smith', 'Manny Shinwell, Baron Shinwell', 'Edward Spears', 'Samuel Chapman', 'Henry Graham White', 'Sir Gurney Braithwaite, 1st Baronet', 'Sir Ernest Shepperson, 1st Baronet', 'William Leonard', 'John McGovern', 'George Courthope, 1st Baron Courthope', 'James Maxton', 'John Grimston, 6th Earl of Verulam', 'Megan Lloyd George', 'A. P. Herbert', 'Ellis Smith', 'James Barr', 'George Jones', 'Geoffrey Shakespeare', 'James Edmondson, 1st Baron Sandford', 'Edward Grigg, 1st Baron Altrincham', 'Ralph Rayner', 'Arthur Greenwood', 'Herbert Butcher', 'Peter Macdonald', 'Basil Nield', 'John Anderson, 1st Viscount Waverley', 'Denis Nowell Pritt', 'Stafford Cripps', 'Clement Attlee', 'George Jeffreys, 1st Baron Jeffreys', 'Douglas Lloyd Savory', 'Frederick Messer', 'Sir Herbert Williams, 1st Baronet', 'Hugh Linstead', 'Arthur Henderson, Baron Rowley', 'Oliver Stanley', 'Robert Boothby, Baron Boothby', 'John Graham Kerr', 'William Whiteley', 'Leslie Pym', 'Ralph Glyn, 1st Baron Glyn', 'Duncan Sandys', 'Angus Hambro', 'Duncan McCallum', 'Arthur Salter, 1st Baron Salter', 'Harold Nicolson', 'Stoker Edwards', 'Sir John Leigh, 1st Baronet', 'James C. Welsh', 'Ernest Augustus Taylor', 'Robert Young', 'Ernest Gates', 'John Maclay, 1st Viscount Muirshiel', 'William Dobbie', 'Redvers Prior', 'Florence Horsbrugh, Baroness Horsbrugh', 'John Jacob Astor, 1st Baron Astor of Hever', 'John Jestyn Llewellin, 1st Baron Llewellin', 'John Morrison, 1st Baron Margadale', 'Glenvil Hall', 'Percy Hurd', 'Oswald Lewis', 'Walter Ross-Taylor', 'William Milbourne James', 'George Sampson Elliston', 'William Murdoch Adamson', 'Lord William Montagu Douglas Scott', 'Quintin Hogg, Baron Hailsham of St Marylebone', 'Sir Lambert Ward, 1st Baronet', 'Edith Summerskill, Baroness Summerskill', 'Sir William McNair Snadden, 1st Baronet', 'Austin Hopkinson', 'Morgan Philips Price', 'Reginald Clarry', 'William Alexander', 'John Peto', 'William Brass, 1st Baron Chattisham', 'John Crowder', 'Anthony Marlowe', 'Sir Fitzroy MacLean, 1st Baronet', 'Harold Sutcliffe', 'Henry Haslam', 'Charles Peat', 'Joseph Gibbins', 'Sir James Duncan, 1st Baronet', 'Ian Fraser, Baron Fraser of Lonsdale', 'George Oliver', 'Harold Macmillan', 'George Broadbridge, 1st Baron Broadbridge', 'William Wayland', 'Wilfrid Burke', 'David Logan', 'John Profumo', 'Aneurin Bevan', 'William Mabane, 1st Baron Mabane', 'Malcolm McCorquodale, 1st Baron McCorquodale of Newton', 'Gilbert Acland-Troyte', 'Don Bennett', 'Walter Elliot', 'Sir John McEwen, 1st Baronet', 'Ernest Bevin', 'Charles Wood, 2nd Earl of Halifax', 'William Morrison, 1st Viscount Dunrossil', 'Hector McNeil', 'Arthur Marsden', 'Leo Amery', 'Fred Marshall', 'John Dermot Campbell', 'William Allen', 'David Lloyd George', 'Sir Robert Aske, 1st Baronet', 'David Maxwell Fyfe, 1st Earl of Kilmuir', 'George Benson', 'Frank Sanderson', 'George Harvie-Watt', 'Malcolm Macmillan', 'Thomas Hubbard', 'Sir Henry Studholme, 1st Baronet', 'Frederick Sykes', 'Alexander West Russell', 'George Davies', 'Frank Bowles, Baron Bowles', 'Archibald Sinclair, 1st Viscount Thurso', 'Cyril Entwistle', 'Jim Griffiths', 'Alan Lennox-Boyd, 1st Viscount Boyd of Merton', 'Somerset de Chair', 'John Wilmot, 1st Baron Wilmot of Selmeston', 'Sir Charles Ponsonby, 1st Baronet', 'Sir James Henderson-Stewart, 1st Baronet', 'Ellen Wilkinson', 'Dingle Foot', 'William Oldfield', 'Roland Robinson, 1st Baron Martonmere', 'Ian Leslie Orr-Ewing', 'Harcourt Johnstone', 'Ben Smith', 'Thomas Edmund Harvey', ""William Sidney, 1st Viscount De L'Isle"", 'Reginald Blair', 'Thomas Naylor', 'Christopher York', 'Alan Crosland Graham', 'Maurice Roche, 4th Baron Fermoy', 'Rupert de la Bère', 'Sir William Edge, 1st Baronet', 'Percy Royds', 'Arthur Jenkins', 'Harry Crookshank, 1st Viscount Crookshank', 'Dennis Coleridge Boles', 'Simon Wingfield Digby']"
1243,Newcastle United,"['Bristol City F.C.', 'Sunderland A.F.C.']"
1244,Ilkka Kanerva,"['Kimmo Kiljunen', 'Jan Vapaavuori', 'Unto Valpas', 'Paavo Lipponen', 'Anneli Jäätteenmäki', 'Jyrki Katainen', 'Anni Sinnemäki', 'Eero Heinäluoma', 'Suvi Lindén', 'Kauko Juhantalo', 'Lasse Virén', 'Tony Halme', 'Reijo Kallio', 'Ilkka Taipale', 'Lyly Rajala', 'Martin Saarikangas', 'Sari Essayah', 'Jaakko Laakso', 'Jyrki Kasvi', 'Satu Hassi', 'Mari Kiviniemi']"
1245,Kardemir Karabükspor,['Hellas Verona F.C.']
1246,Mikhail Gorbachev,"['Yrjö Rautio', 'Nikolay Kolyada']"
1247,"Salernitana, Frosinone",['S.S.C. Napoli']
1248,Ruth Bader Ginsburg,"['Anthony Kennedy', ""Sandra Day O'Connor"", 'John Paul Stevens', 'David Souter', 'Antonin Scalia']"
1249,"Arsenal, Wealdstone","['England national football team', 'Arsenal F.C.']"
1250,Dijkstra Prize,['Spinoza Prize']
1251,Atalanta,"['Italy national football team', 'A.C. Milan']"
1252,Lazio,"['Italy national under-21 football team', 'Brescia Calcio']"
1253,Order of Canada,['Hart Memorial Trophy']
1254,L.D. Landau Institute for Theoretical Physics,['University of Kharkiv']
1255,Academy Award for Best Original Song,['Academy Award for Best Original Song']
1256,Mantova,['S.S.C. Napoli']
1257,Clube de Regatas do Flamengo,['Brazil national football team']
1258,Hockey Hall of Fame,['Hart Memorial Trophy']
1259,Federico Peña,"['Federico Peña', 'Andrew Card']"
1260,Academy Award for Best Actor,"['Academy Award for Best Supporting Actor', 'Golden Globe Award for Best Supporting Actor – Motion Picture']"
1261,Empoli,"['Torino Football Club', 'Atalanta B.C.']"
1262,New York Giants,"['Sunderland A.F.C.', 'England national football team']"
1263,Scottish Football Writers' Association Player of the Year,['Von Hippel Award']
1264,Manuel de Seixas,"['Michel Mercier', 'Philippe Bas', 'Patrick Malavieille', 'Sébastien Leclerc', 'Alain Moyne-Bressand', 'Olivier Richefou', 'Sylvain Berrios', 'Bruno Retailleau', 'Christian Dupuy', 'Jean-Luc Drapeau', 'Cédric Perrin', 'Claude Haut', 'Yves Daudigny', 'Philippe Madrelle', 'Arnaud Robinet', 'Pierre Louault', 'Jean-Claude Mathis', 'Didier Rambaud', 'Pierre Estève', 'Françoise Laurent-Perrigot', 'André Viola', 'Frédéric Barbier', 'Gilles Artigues', 'Guy-Dominique Kennel', 'Claude Jeannerot', 'Jean-Louis Tourenne', 'Claude Leteurtre', 'Jean-François Mancel', 'Damien Alary', 'André Vallini', 'Clotilde Valter', 'Dominique Souchet', 'Najat Vallaud-Belkacem', 'Patrick Weiten', 'Daniel Dubois', 'François Marc', 'Marc Laménie', 'Christian Favier', 'Gilbert Sauvan', 'Aurélie Filippetti', 'François Commeinhes']"
1265,Best Director at the Cannes Film Festival,"[""Palme d'Or""]"
1266,Hermann Hesse,"['Samuel Jean de Pozzi', 'Maurice Rouvier', 'Pierre Le Verdier', 'Georges Bonnefoy-Sibour', 'Alfred Loreau', 'Léon Mougeot', 'Auguste Potié', 'Joseph Bonnet de Paillerets', 'Jules Gacon', 'Albert Viger', 'François Debève', 'Jules Elby']"
1267,Hannah Arendt Award,['Hannah Arendt Prize']
1268,Hannah Arendt Prize,['Berliner Literaturpreis']
1269,Fundamental Physics Prize,"['ICTP Dirac Medal', 'Dirac Prize']"
1270,Bafta Rising Star Award,['MTV Movie Award for Best Hero']
1271,Gairdner Foundation International Award,"['Dr. Paul Janssen Award for Biomedical Research', 'Benjamin Franklin Medal']"
1272,Catania,"['Unione Sportiva Lecce', 'Torino Football Club', 'Parma Calcio 1913']"
1273,Leibniz Prize,['Gottfried Wilhelm Leibniz Prize']
1274,Joaquim Calvet,"['Elena Ribera i Garijo', 'Carme Figueras i Siñol', 'Ramon Espadaler Parcerisas', 'Francesc Homs Molist', 'Joan Rigol i Roig', 'Esteve Orriols i Sendra', 'Santiago Rodríguez Serra', 'Antoni Castells i Oliveres', 'Carme Carretero i Romay', 'Carina Mejías Sánchez', 'Joan Ridao i Martín', 'Joan Saura Laporta', 'Artur Mas', 'David Pérez i Ibáñez', 'Joaquima Alemany i Roca', 'Antoni Castellà i Clavé', 'Ramon Camp i Batalla', 'Carme Laura Gil i Miró', 'Dolors Montserrat i Culleré', 'Daniel Sirera', 'Eudald Casadesús i Barceló', 'Lluís Corominas i Díaz', 'Lídia Santos i Arnau', 'Ernest Benach i Pascual', 'Josep Lluís López Bulla', 'Uriel Bertran i Arrué', 'Jaume Camps i Rovira', 'Oriol Pujol i Ferrusola', 'Montserrat Duch i Plana', 'Neus Munte Fernandez', 'Josep Maria Simó i Huguet', 'Josep Bargalló i Valls', 'Jordi Pujol i Soley', 'Marina Geli i Fàbrega', 'Oriol Amorós i March', 'Núria de Gispert', 'Flora Sanabra i Villarroya', 'Caterina Mieras i Barceló', 'Anna Miranda i Torres', 'Marina Llansana i Rosich', 'Rafael Luna Vives', 'Montserrat Tura i Camafreita', 'Ernest Maragall', 'Albert Batalla Siscart', 'Carme Valls i Llobet', 'Pasqual Maragall i Mira', 'Josep Maria Vallès i Casadevall', 'Josep Antoni Duran i Lleida', 'Higini Clotas i Cierco', 'Miquel Iceta i Llorens', 'Meritxell Borràs i Solé', 'Irene Rigau Oliver', 'Ramon Espasa i Oliver', 'Jordi Miralles i Conte', 'Elisabet Font Montanyà', 'Josep Maria Carbonell i Abelló', 'Pere Macias', 'Josep Enric Millo', 'Josep Rull i Andreu']"
1275,Nobel Prize in Physics,['Stuart Ballantine Medal']
1276,"UCD , Derry City",['Millwall F.C.']
1277,Paris Conservatory,['Conservatoire national supérieur de musique et de danse']
1278,Dagenham & Redbridge,['Southend United F.C.']
1279,FC Dynamo Moscow,['FC Dinamo Moscow']
1280,Olympic Gold Medal,['Bill Masterton Memorial Trophy']
1281,AC Milan,"['Italy national under-21 football team', 'Brescia Calcio']"
1282,London Welsh,"['Portsmouth F.C.', 'Charlton Athletic F.C.']"
1283,Ivars Godmanis,['Ivars Godmanis']
1284,Greenock Morton,['Cardiff City F.C.']
1285,Éamon de Valera,['Ernest Blythe']
1286,Cimg,['honorary doctor of the University Polytechnic of Catalonia']
1287,Kirk Sides,"['Kurt Schrader', 'Jeff Merkley']"
1288,Halifax Town,['Sunderland A.F.C.']
1289,Kurt Schumacher,"['Willy Brandt', 'Karl Elgas', 'Hermann Fischer', 'Heinz Striek', 'Ella Kay', 'Johannes Müller', 'Manfred Klein', 'Otto Theuner', 'Peter Lorenz', 'Rolf Schwedler', 'Fritz Grantze', 'Willy Bartsch', 'Siegmund Weltlinger', 'Franz Amrehn', 'Georg Kotowski', 'Karl-Heinz Schmitz', 'Margarete Ehlert', 'Fritz Hausberg', 'Paul Fleischmann', 'Wilhelm Benecke', 'Franz Neumann', 'Rudolf Wissell', 'Günther Abendroth', 'Otto Bach', 'Max Urich', 'Horst Peschke', 'Klaus Bodin', 'Kurt Exner', 'Paul Ronge', 'Volker Hucklenbroich', 'Wolfgang Büsch', 'Dora Lösche', 'Hans-Günter Hoppe', 'Paul Hertz', 'Günter Klein', 'Anton Weber', 'Carl-Hubert Schwennicke', 'Gerhard Schulze', 'Ernst Lemmer', 'Harry Liehr', 'Alexander Voelker', 'Kurt Landsberg', 'Werner Stein']"
1290,Aberdeen,"['Tottenham Hotspur F.C.', 'Barnsley F.C.']"
1291,Order of the Red Banner,"[""Tarjei Vesaas' debutantpris""]"
1292,Ehrenbürger,"['Knight Grand Cross of the Order of Merit of the Italian Republic', 'Knight Grand Cross of the Order of the Falcon']"
1293,Filmfare Award for Best Actress,['Filmfare Award for Best Actress']
1294,Lomonosov Gold Medal,['Lomonosov Gold Medal']
1295,Order of Mihai Viteazul,['Order of the Crown']
1296,Walsall,['Leyton Orient F.C.']
1297,London,['University of Southampton']
1298,C. E. I. Prize,['Gullpucken']
1299,Hero of the Soviet Union,"['Gold Star', 'Hero of the Soviet Union', 'Order of Lenin', 'Order of the Red Banner']"
1300,Stevenage Borough,['Leyton Orient F.C.']
1301,Francisco Franco,"['José María de Areilza, Count of Motrico', 'Elías Tormo', 'Ramón Serrano Suñer', 'José Moreno Torres', 'Pedro Muguruza', ""Joaquim Buxó Dulce d'Abaigar"", 'Francisco Labadie Otermin', 'Víctor Hellín', 'Manuel de Mora-Figueroa', 'José Monasterio Ituarte', 'Alfonso Pérez Viñeta', 'José Millán Astray', 'Ernesto Giménez Caballero', 'Carlos González-Bueno', 'José Luis de Arrese', 'Armando Muñoz Calero', 'Camilo Alonso Vega', 'Luis Ortiz Muñoz', 'Carlos Asensio Cabanillas', 'Francisco Javier Conde García', 'José Félix de Lequerica y Erquiza', 'José Finat y Escrivá de Romaní', 'Carlos Ollero Gómez', 'Pilar Primo de Rivera', 'Luis Díez del Corral']"
1302,A.S. Roma,"['Italy national football team', 'Bologna F.C. 1909']"
1303,Tending to National Poetry,['Prešeren Award']
1304,Peterborough United,['Charlton Athletic F.C.']
1305,Berliner Kunstpreis,['Gottfried Wilhelm Leibniz Prize']
1306,Clube Atlético Mineiro,['Brazil national football team']
1307,Newport County,"['Burnley F.C.', 'Oldham Athletic A.F.C.']"
1308,Derry City,['Sunderland A.F.C.']
1309,Józef Piłsudski Institute,['University of Southampton']
1310,Wolverhampton Wanderers,"['Port Vale F.C.', 'Leicester City F.C.']"
1311,William Thomas Blanford,"['Warington Wilkinson Smyth', 'Thomas Henry Huxley']"
1312,Valencia,['Club Atlético River Plate']
1313,Nihon Publishers' Award,['Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role']
1314,Wrexham,['Cardiff City F.C.']
1315,Kossuth Prize,['Attila József Prize']
1316,Order of the Red Banner of Labour,"[""People's Artist of the USSR""]"
1317,Cagliari,['S.S.C. Napoli']
1318,Wolverhampton Wanderers,"['Port Vale F.C.', 'Leicester City F.C.']"
1319,Frank Murkowski,['Tony Knowles']
1320,Siena,"['Unione Sportiva Lecce', 'Torino Football Club']"
1321,Roma,"['Hellas Verona F.C.', 'A.S. Roma']"
1322,Bill Clinton,"['Robert-Henri Bautier', 'Michel Mercier', 'Jean-Antoine Giansily', ""Jean d'Ormesson"", 'Alain Dumait', 'Louis Schweitzer', 'Pierre Bérégovoy', 'Paul Guichonnet', 'Hervé Coutau-Bégarie', 'Claude Fuzier', 'Jean-Robert Pitte', 'John R. Saul', 'Pierre Bourdieu', 'Gérard Fayolle', 'Grzegorz Rozenberg', 'Jean Lassalle', 'Paul Bouteiller', 'Monique Adolphe', 'Jean Favier', 'Giovanni Nencioni', 'Yves-Marie Bercé', 'Dominique Noguez', 'Mark Takano', 'Édouard Brézin', 'Jean Ferrat', 'Jacques-Louis Lions', 'Marc Augé', 'Jean Dutourd', 'Robert Badinter', 'Ivar Ekeland', 'Carlos Ferrer Salat', 'Jacques Boyon', 'René Rémond', 'Louis Terreaux', 'Jean Haritschelhar', 'Yves Pouliquen', 'Alain Decaux', 'Gilbert Baumet', 'Ahmed Osman', 'Michel Germa', 'Jean Irigoin', 'Gabriel de Broglie', 'Jacqueline de Romilly', 'Hervé Bazin', 'Jacques Monfrin', 'Marie-Claude Vaillant-Couturier']"
1323,Tomasz Zjawiony,"['Najat Vallaud-Belkacem', 'Steeve Briois', 'Pierre Cardo', 'Brigitte Bout', 'Henry de Lesquen', 'Didier Droart']"
1324,Charlemagne Prize,['Erasmus Prize']
1325,Pope Leo XIII,['Camillo di Pietro']
1326,Best Director Award,['Cole Prize in Algebra']
1327,Bristol City,['York City F.C.']
1328,Internazionale,"['A.C. Milan', 'Torino Football Club']"
1329,Werder Bremen,['Germany national under-21 football team']
1330,King John II,['John II of Aragon']
1331,Portsmouth,['York City F.C.']
1332,Friedrich Hölderlin Prize,['Roswitha Prize']
1333,"AC Milan, AS Roma","['Como 1907', 'Hellas Verona F.C.']"
1334,Nobel Prize in Physiology or Medicine,['John Scott Medal']
1335,Barnsley,['York City F.C.']
1336,Gdańsk University of Technology Honorary Degree,['Erasmus Prize']
1337,Chern Medal,['National Medal of Science']
1338,Pere Joan,"['Cristòfol Soler', 'Antoni Diéguez Seguí', 'Rosa Estaràs', 'Joan Verger Pocoví']"
1339,King John II,['John II of Aragon']
1340,Litteris et Artibus,['Litteris et Artibus']
1341,Commander of the Legion of Honor,['prix Eugène-Colas']
1342,Kurt Tucholsky,"['Leonhard Deininger', 'Georg Peters']"
1343,Theodor Kittelsen Prize,"['Franz-Nabl prize', 'Schiller Memorial Prize']"
1344,Screen Actors Guild Award,['Theatre World Award']
1345,A.C. Milan,"['Italy national football team', 'Bologna F.C. 1909', 'Torino Football Club']"
1346,UNESCO Peace Prize,['Knight Grand Cross of the Order of St. Olav\u200e']
1347,Wimbledon Champion,['Sarah Palfrey Danzig Award']
1348,Alexis de Tocqueville,['François Jules Edmond Got']
1349,Nobel Prize in Literature,"['Fridtjof Nansen Award for outstanding research, historical-philosophical class']"
1350,Honorary Membership of the German Academy of Sciences,['Silver Leibniz medal']
1351,Royal Scottish Academy,['Fellow of the Royal Society of Edinburgh']
1352,Parma,['S.S.C. Napoli']
1353,Sackler Prize,['John von Neumann Theory Prize']
1354,Ronald Reagan,"['Robert-Henri Bautier', 'Maurice Couve de Murville', 'Paul Guichonnet', 'Philippe Darriulat', 'Morris B. Abram', 'Jean Mesnard', 'Grzegorz Rozenberg', 'Thierry Maulnier', 'Adeline Hazan', 'Jean Favier', 'Giovanni Nencioni', 'Yves-Marie Bercé', 'Françoise Giroud', 'Jean-Louis Giral', 'Jacques Bompaire', 'René Bargeton', 'Jean Ferrat', 'Jacques-Louis Lions', 'Marc Augé', 'Luis Villasante', 'Jean Dutourd', 'Robert Badinter', 'Jacques Boyon', 'René Rémond', 'Alain Decaux', 'Yves Pouliquen', 'Gilbert Baumet', 'Jean-Noël Jeanneney', 'Ahmed Osman', 'Michel Germa', 'Gabriel de Broglie', 'Jean-Paul Bled', 'François Delapierre', 'Claude Cheysson', 'Hervé Bazin', 'Claude Fréjacques']"
1355,Emperor Go-Shirakawa,['Go-Shirakawa']
1356,Sunderland,['Sunderland A.F.C.']
1357,Cardiff City,['Cardiff City F.C.']
1358,Leo VI,['Leo VI the Wise']
1359,NBA MVP,"['NBA Most Valuable Player Award', 'NBA All-Star Game Most Valuable Player Award', 'All-NBA Team']"
1360,Eric Johnston,"['Theo Sidiropoulos', 'Jeff Kennett']"
1361,Verona,"['Udinese Calcio', 'S.S.C. Napoli']"
